user_id,song_id,play_count,last_play_time,tempo,energy,label
103,442,4,2023-09-08,136,0.5290934685457834,0
436,279,5,2023-09-28,159,0.8055447718261881,1
861,251,5,2023-09-03,168,0.9371518431829102,0
271,310,8,2023-08-12,127,0.7590648395260786,0
107,208,3,2023-08-29,94,0.7984848575964919,0
72,321,6,2023-08-16,67,0.16045788813927053,0
701,140,3,2023-09-09,111,0.2844618960090526,0
21,280,2,2023-10-03,99,0.9768733664532343,0
615,34,8,2023-09-26,172,0.7238683034086549,1
122,309,1,2023-08-18,170,0.6053041155799042,0
467,392,9,2023-09-18,95,0.4302787360568051,1
215,18,7,2023-10-04,65,0.13995010108622613,1
331,57,10,2023-09-25,179,0.4322223171677215,1
459,112,4,2023-09-09,145,0.5490215859606183,0
88,5,3,2023-08-15,129,0.29031355844819806,0
373,410,6,2023-09-02,165,0.25582311214644926,0
100,414,9,2023-08-14,159,0.5575748962217651,0
872,182,9,2023-10-05,132,0.6273138120647895,1
664,13,4,2023-09-05,75,0.3159261269690724,0
131,339,10,2023-08-17,162,0.6286505270105918,0
662,285,5,2023-09-29,105,0.9103059674868654,1
309,259,9,2023-09-04,118,0.5258559322192184,0
770,90,2,2023-09-03,97,0.8716511526284633,0
344,104,2,2023-10-03,156,0.9345443000799866,0
492,379,5,2023-09-18,77,0.18315462604337712,1
414,186,1,2023-08-30,71,0.1862304216911173,0
806,250,8,2023-10-06,113,0.5284397645988413,1
386,255,5,2023-09-22,150,0.6292921998859323,1
192,76,10,2023-10-01,106,0.4832951180185263,1
956,386,2,2023-08-12,60,0.3938056933757528,0
277,459,9,2023-09-26,74,0.6768947045135403,1
161,108,2,2023-08-22,170,0.10187336111492824,0
460,156,7,2023-08-23,150,0.9712659527773682,0
314,82,8,2023-09-05,139,0.30887117936921993,0
22,77,6,2023-09-20,80,0.9253888917247064,1
253,485,7,2023-08-12,60,0.1981132700810554,0
748,470,1,2023-08-27,152,0.3142784638401153,0
857,460,4,2023-08-24,126,0.31138633097875035,0
561,258,7,2023-09-19,71,0.9965376137805816,1
475,127,1,2023-08-18,87,0.10414049115329599,0
59,485,1,2023-08-23,98,0.6756743883731462,0
511,391,6,2023-09-18,96,0.8827179229547676,1
682,282,4,2023-09-25,154,0.705046288622263,1
476,474,3,2023-08-23,119,0.4264604363952498,0
700,88,5,2023-09-22,90,0.9624784264326414,1
976,204,9,2023-08-11,117,0.9041686791301369,0
783,16,10,2023-09-14,156,0.490559428224566,1
190,151,10,2023-09-11,156,0.6159956433500471,1
958,424,10,2023-08-15,170,0.9707672690247167,0
687,254,3,2023-08-25,163,0.9843043257338231,0
958,188,5,2023-09-24,70,0.504840948146157,1
563,329,10,2023-09-20,169,0.8626150253287798,1
876,32,5,2023-08-30,88,0.3717822042585427,0
567,271,9,2023-08-24,148,0.4346315856375982,0
244,485,10,2023-10-03,178,0.24833969469120365,1
832,397,4,2023-09-06,72,0.2882661334990573,0
505,5,1,2023-09-10,110,0.691185972033423,0
131,459,10,2023-10-08,167,0.5597034562063729,1
485,330,5,2023-09-27,113,0.3080186745630426,1
819,308,1,2023-08-31,78,0.46261865472548735,0
647,333,6,2023-08-22,117,0.4358651138773135,0
21,169,10,2023-08-13,95,0.9886241840818009,0
841,181,10,2023-08-18,87,0.8682092534902414,0
167,366,7,2023-10-06,127,0.4491697000454419,1
274,178,1,2023-09-23,62,0.9225249210064298,0
388,143,10,2023-08-28,161,0.408371852465354,0
601,362,4,2023-09-18,160,0.7011113614613734,1
316,248,9,2023-08-15,166,0.9699849970139013,0
14,127,1,2023-09-22,148,0.451250977589697,0
242,263,9,2023-09-19,100,0.7118964685944404,1
777,40,8,2023-09-15,94,0.3663314299563699,1
346,412,5,2023-09-29,152,0.3396810840381772,1
565,416,6,2023-08-25,164,0.6167409997883967,0
898,355,7,2023-09-01,152,0.9813381382298964,0
340,255,4,2023-09-25,135,0.5078204638481529,1
92,143,6,2023-09-23,158,0.9438732732849225,1
367,240,7,2023-08-13,143,0.9229271682202854,0
956,228,6,2023-08-11,140,0.3283863511104953,0
455,341,6,2023-09-30,176,0.46163746637589465,1
428,198,2,2023-10-09,135,0.6789722306447648,0
509,65,5,2023-09-19,109,0.5662412959702525,1
776,388,3,2023-08-16,159,0.1863626768768569,0
943,11,7,2023-08-24,133,0.9943282271144425,0
35,108,4,2023-10-02,141,0.777388601090152,1
206,26,1,2023-09-06,89,0.49392463440224055,0
81,445,6,2023-09-11,131,0.6563516946996621,1
932,421,6,2023-09-26,164,0.1788155355396071,1
562,151,7,2023-08-26,174,0.545771488320649,0
872,221,8,2023-10-04,136,0.937749174235739,1
388,341,3,2023-09-21,154,0.9069408622494805,0
2,496,6,2023-09-08,129,0.4036427609348311,0
390,237,10,2023-08-11,113,0.578231077439205,0
566,237,2,2023-09-02,130,0.7276451716788821,0
106,497,9,2023-10-09,144,0.40600834021711485,1
772,219,2,2023-09-19,161,0.15839129628454465,0
822,487,3,2023-09-11,166,0.5548974910460243,0
477,424,10,2023-09-14,172,0.6414721622410028,1
703,461,2,2023-08-30,110,0.10525744010935922,0
402,151,9,2023-08-25,87,0.18601783618467757,0
730,123,1,2023-10-09,123,0.2865615792347371,0
556,144,5,2023-09-29,167,0.4132470582918407,1
162,478,1,2023-09-03,144,0.5869461005475224,0
202,189,5,2023-09-20,80,0.3644586268836988,1
958,255,8,2023-10-07,147,0.3485654329658534,1
996,68,8,2023-08-13,86,0.8824144094317736,0
270,104,8,2023-10-02,86,0.23054557672128365,1
863,336,2,2023-10-09,136,0.5459141198551243,0
816,159,8,2023-10-08,109,0.9575422452425224,1
271,309,5,2023-09-25,88,0.6625119242044413,1
456,362,1,2023-08-12,98,0.7454849319049947,0
462,409,7,2023-09-23,116,0.4881132922515464,1
727,300,6,2023-09-15,178,0.11793895040774761,1
252,396,5,2023-08-23,151,0.6815173315304849,0
702,90,1,2023-08-27,96,0.6687318532853117,0
296,357,1,2023-08-17,152,0.1993848728169998,0
725,256,6,2023-08-27,123,0.5159437422621683,0
720,496,10,2023-10-09,107,0.9237960501990854,1
749,353,7,2023-09-25,81,0.28457634877477767,1
338,220,10,2023-09-01,159,0.5149888791706994,0
879,9,10,2023-08-11,89,0.5149928666804684,0
53,12,1,2023-08-26,87,0.8296853213328745,0
792,325,9,2023-08-27,82,0.8421182832965001,0
922,438,4,2023-09-13,156,0.7833424776970527,1
217,244,5,2023-08-17,63,0.4289087432694464,0
764,182,2,2023-09-21,62,0.1648332325166681,0
188,284,10,2023-08-12,120,0.4145346795016127,0
380,312,8,2023-09-23,155,0.7118120811442057,1
493,99,2,2023-09-19,63,0.7324719170401688,0
41,197,3,2023-10-07,124,0.9685001885290472,0
157,482,9,2023-09-26,71,0.5082771082993377,1
15,366,2,2023-08-23,72,0.6691920246462613,0
813,226,6,2023-10-02,93,0.5852717836502785,1
65,333,4,2023-09-01,118,0.23555670410191365,0
857,103,7,2023-09-25,152,0.5150822249189224,1
839,106,6,2023-09-06,132,0.5903516392200948,0
521,365,10,2023-09-12,90,0.9556746454380327,1
344,368,9,2023-09-19,130,0.4298851489680605,1
129,58,9,2023-09-24,72,0.98208919279718,1
648,78,10,2023-09-07,113,0.588070066621676,0
472,75,4,2023-10-06,61,0.31822231897275177,1
63,42,1,2023-09-16,92,0.272497948314227,0
139,422,2,2023-09-01,109,0.2275254255342086,0
499,324,8,2023-08-11,66,0.5076395835161077,0
593,181,10,2023-10-01,77,0.11973378681003091,1
392,33,8,2023-08-22,110,0.5005407549833788,0
675,71,2,2023-09-22,67,0.9895642229403516,0
419,56,4,2023-08-19,114,0.70309611615004,0
289,105,1,2023-10-05,135,0.7838075090803642,0
379,200,7,2023-09-18,102,0.2071048516464363,1
773,101,4,2023-08-12,118,0.5257907753410818,0
490,256,8,2023-09-10,89,0.35760079092314256,0
231,307,9,2023-08-26,118,0.9046877751901263,0
41,74,9,2023-09-02,68,0.2631632248125213,0
28,171,3,2023-08-19,151,0.5128599944230678,0
135,377,5,2023-10-01,127,0.6292429465110739,1
201,143,6,2023-10-09,98,0.5626369824206794,1
840,166,6,2023-08-25,140,0.8472191751733666,0
780,399,10,2023-09-27,70,0.30830785418767637,1
930,261,8,2023-08-13,61,0.43965199938132216,0
33,221,6,2023-10-02,82,0.8128758669165572,1
48,83,6,2023-08-11,122,0.5752642705631243,0
503,182,4,2023-09-04,173,0.4619056470831616,0
407,307,7,2023-10-01,81,0.12649826327034835,1
574,10,8,2023-08-22,120,0.7780468816140484,0
728,396,3,2023-09-06,85,0.9749638701700842,0
805,4,7,2023-08-22,71,0.658258308539659,0
99,351,3,2023-09-03,91,0.8708870986199151,0
684,402,8,2023-09-21,68,0.5651881688754335,1
872,336,1,2023-08-18,166,0.30851286888102813,0
726,488,1,2023-10-08,128,0.11299789381163093,0
987,292,6,2023-08-17,149,0.6880584408309903,0
547,281,10,2023-08-21,130,0.5437979634234202,0
961,215,9,2023-09-15,152,0.8038883323788414,1
739,460,4,2023-09-26,92,0.7252141756917742,1
613,98,6,2023-09-20,83,0.9891571313859082,1
943,420,5,2023-09-23,148,0.5592813250708358,1
462,101,1,2023-09-29,154,0.4844573107057084,0
643,451,6,2023-09-15,152,0.35806572049536545,1
769,9,9,2023-09-01,128,0.529175162612147,0
5,61,3,2023-09-02,97,0.8855843303106299,0
218,309,3,2023-10-04,168,0.13819575321256716,0
503,146,2,2023-09-20,70,0.9801100425575698,0
767,427,4,2023-09-25,91,0.9939764748770182,1
398,419,10,2023-10-05,123,0.6380392407291116,1
871,63,3,2023-08-24,131,0.3983897833258613,0
795,121,2,2023-10-08,79,0.3007440714898214,0
393,226,1,2023-09-03,93,0.3488413561163909,0
207,105,3,2023-08-24,170,0.14509488385447467,0
15,462,10,2023-08-29,101,0.527599862635023,0
858,260,6,2023-08-17,67,0.15159184377796525,0
554,349,9,2023-08-11,125,0.7466267932983327,0
892,425,5,2023-09-19,80,0.4347365099795687,1
461,255,3,2023-08-17,138,0.2794282585724469,0
691,429,5,2023-10-05,129,0.5903682020524346,1
575,434,5,2023-09-23,64,0.9763833765187123,1
864,207,5,2023-08-18,177,0.7256179441165764,0
743,28,7,2023-08-25,177,0.5425721650937442,0
241,170,5,2023-09-23,126,0.7992228693290556,1
564,336,7,2023-08-28,166,0.7637288247090898,0
96,76,9,2023-08-20,102,0.9025619149520143,0
900,116,5,2023-08-30,75,0.28420205283455274,0
734,69,2,2023-10-01,158,0.8729898186328587,0
485,354,5,2023-09-04,132,0.37092347833752903,0
407,234,8,2023-09-25,94,0.9468990350425873,1
231,1,4,2023-09-06,142,0.3529586340520616,0
749,167,2,2023-09-17,102,0.9341636888464085,0
655,352,10,2023-08-28,169,0.967411643017672,0
171,218,3,2023-09-26,157,0.23094222171131285,0
541,273,9,2023-08-17,98,0.9770498949365047,0
36,368,9,2023-09-12,69,0.17715067158635406,1
525,251,8,2023-08-11,133,0.2967110079512698,0
160,347,8,2023-08-13,79,0.49975190278552406,0
839,344,8,2023-10-09,60,0.994237629140539,1
699,419,8,2023-10-01,65,0.5397067460488414,1
243,174,8,2023-08-22,112,0.5953684988606373,0
86,170,1,2023-09-22,105,0.7249824545712836,0
796,246,6,2023-09-28,125,0.9714642024456562,1
578,423,9,2023-09-18,97,0.8050162601118199,1
682,90,8,2023-09-03,92,0.30173860398132873,0
557,49,3,2023-09-20,126,0.37269183759791924,0
574,446,1,2023-09-02,159,0.18786541564767195,0
953,294,2,2023-09-06,136,0.6800071277482659,0
646,407,2,2023-09-07,94,0.26266627588529945,0
796,150,7,2023-09-18,138,0.33166439963142913,1
28,132,6,2023-10-02,104,0.8993022896623394,1
620,433,2,2023-09-12,81,0.39408010779881375,0
556,59,8,2023-08-25,166,0.6099820465187503,0
340,457,9,2023-08-30,127,0.45780940791025937,0
798,324,7,2023-08-13,76,0.1666281586653222,0
958,199,4,2023-09-29,64,0.4265774469070346,1
331,215,1,2023-09-12,144,0.46726138273233775,0
640,386,4,2023-08-16,116,0.9061309917203664,0
506,49,4,2023-09-19,147,0.3920055882817056,1
348,472,8,2023-09-08,154,0.44131700778586114,0
473,232,4,2023-09-07,99,0.804607091805101,0
231,247,4,2023-08-21,176,0.7830609860904382,0
190,382,2,2023-10-09,179,0.8184567489836417,0
225,479,10,2023-08-29,89,0.9583936660684036,0
385,239,7,2023-08-23,101,0.8160017485553057,0
377,415,4,2023-08-20,66,0.46684738289610184,0
283,367,6,2023-09-25,172,0.8393576652082827,1
958,168,3,2023-08-13,130,0.5578071688809445,0
633,48,7,2023-08-20,150,0.34994262926670877,0
628,51,6,2023-09-20,147,0.37262536131791113,1
973,299,3,2023-09-22,78,0.30145814970705853,0
745,98,4,2023-09-01,100,0.23049366203777807,0
259,439,10,2023-09-02,179,0.2660413706682853,0
359,216,5,2023-09-11,93,0.15686024495843745,1
710,177,9,2023-09-04,81,0.8996057784391477,0
456,380,6,2023-09-02,111,0.9379070286842109,0
411,474,4,2023-09-08,174,0.628093353244506,0
649,80,7,2023-10-02,150,0.8564406009478165,1
318,185,2,2023-08-16,65,0.26521399238783244,0
677,367,4,2023-08-15,133,0.9115064427042866,0
225,461,5,2023-08-30,168,0.5557254036674575,0
819,399,4,2023-08-21,154,0.16044849334499958,0
234,27,4,2023-09-23,84,0.2271814700447442,1
684,452,9,2023-08-29,125,0.3780788147081354,0
664,464,2,2023-10-02,69,0.1392018223192763,0
975,448,6,2023-08-28,133,0.37836404021569925,0
827,478,8,2023-09-14,85,0.1539373898070026,1
374,492,8,2023-09-10,64,0.3124248446735427,0
672,414,7,2023-10-04,145,0.33910278027079743,1
